T_MeV,muB_MeV,P_over_T4,I_over_T4,s_over_T3,e_over_T4,nB_over_T3,CV_over_T3,cs2,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual,a1,a2,T0_MeV
224,0,2.09368612214,3.58742321801,11.9621677066,9.86848158442,0,47.721525932,0.250666077267,-0.0880536900491,-0.0880536900491,-1.69978011278,0.848119969931,0.848119969931,7.36988035703e-16,-7.505272994,0.091848942829,175.695929622
226,0,2.12547566959,3.56523015211,12.0671328304,9.94165716086,0,47.9829443256,0.251487960984,-0.0842350266353,-0.0842350266353,-1.67409364741,0.851900753074,0.851900753074,1.28683337886e-15,-7.505272994,0.091848942829,175.695929622
228,0,2.15679177459,3.54352551383,12.1706926122,10.0139008376,0,48.2380048642,0.252305057941,-0.0806308142978,-0.0806308142978,-1.64799966705,0.855607520495,0.855607520495,2.82618246394e-15,-7.505272994,0.091848942829,175.695929622
230,0,2.1876467801,3.52226543493,12.2728525553,10.0852057752,0,48.486650732,0.253118175209,-0.0772240935261,-0.0772240935261,-1.6215159002,0.859242018616,0.859242018616,1.58586034959e-15,-7.505272994,0.091848942829,175.695929622
232,0,2.21805233761,3.50140814133,12.3736174918,10.1555651542,0,48.7288473516,0.253927974173,-0.0739995807409,-0.0739995807409,-1.59466124817,0.862805916183,0.862805916183,2.32106795194e-16,-7.505272994,0.091848942829,175.695929622
234,0,2.2480194492,3.48091400829,12.4729918051,10.2249723559,0,48.9645812058,0.254734983899,-0.0709434659773,-0.0709434659773,-1.56745570135,0.86630081221,0.86630081221,9.57770232329e-16,-7.505272994,0.091848942829,175.695929622
236,0,2.27755850804,3.46074559735,12.5709796295,10.2934211215,0,49.1938588727,0.255539612415,-0.0680432393418,-0.0680432393418,-1.53992024858,0.86972824306,0.86972824306,1.95638145927e-16,-7.505272994,0.091848942829,175.695929622
238,0,2.30667933756,3.44086767821,12.6675850284,10.3609056909,0,49.4167061795,0.256342156485,-0.0652875416045,-0.0652875416045,-1.51207677967,0.873089688797,0.873089688797,9.02288238631e-16,-7.505272994,0.091848942829,175.695929622
240,0,2.33539122896,3.42124723827,12.7628121541,10.4274209252,0,49.6331674073,0.257142810359,-0.0626660351184,-0.0626660351184,-1.48394798165,0.876386578886,0.876386578886,3.33716794654e-16,-7.505272994,0.091848942829,175.695929622
242,0,2.36370297739,3.40185348119,12.8566653908,10.4929624134,0,49.8433044923,0.257941673846,-0.0601692919253,-0.0601692919253,-1.45555722954,0.879620297316,0.879620297316,1.91343744432e-15,-7.505272994,0.091848942829,175.695929622
244,0,2.3916229164,3.3826578157,12.9491494813,10.5575265649,0,50.0471961872,0.258738759967,-0.0577886964476,-0.0577886964476,-1.42692847239,0.882792187208,0.882792187208,1.64771440301e-15,-7.505272994,0.091848942829,175.695929622
246,0,2.41915895097,3.36363383534,13.0402696392,10.6211106882,0,50.2449371548,0.259534002382,-0.0555163605995,-0.0555163605995,-1.39808611589,0.885903554942,0.885903554942,3.75358496072e-16,-7.505272994,0.091848942829,175.695929622
248,0,2.44631858897,3.34475728967,13.1300316456,10.6837130566,0,50.4366369804,0.260327262713,-0.053345049509,-0.053345049509,-1.36905490264,0.888955673842,0.888955673842,3.29928036236e-15,-7.505272994,0.091848942829,175.695929622
250,0,2.47310897112,3.32600604716,13.2184419316,10.7453329605,0,50.622419095,0.261118337842,-0.0512681163335,-0.0512681163335,-1.33985979142,0.891949787442,0.891949787442,1.04739667222e-15,-7.505272994,0.091848942829,175.695929622
252,0,2.49953689932,3.30736005022,13.3055076475,10.8059707482,0,50.8024196127,0.261906967206,-0.0492794448906,-0.0492794448906,-1.31052583668,0.894887112365,0.894887112365,2.23227840528e-15,-7.505272994,0.091848942829,175.695929622
254,0,2.52560886366,3.2888012625,13.3912367171,10.8656278535,0,50.976786087,0.262692840115,-0.0473733990258,-0.0473733990258,-1.28107806984,0.897768840834,0.897768840834,9.49234995561e-16,-7.505272994,0.091848942829,175.695929622
256,0,2.55133106776,3.27031360888,13.4756378799,10.9243068122,0,51.1456762,0.263475603045,-0.0455447778006,-0.0455447778006,-1.25154138338,0.900596142837,0.900596142837,2.33156596013e-15,-7.505272994,0.091848942829,175.695929622
258,0,2.5767094527,3.25188290861,13.5587207194,10.9820112667,0,51.3092564003,0.264254866873,-0.0437887757257,-0.0437887757257,-1.2219404193,0.903370167966,0.903370167966,1.29972658732e-15,-7.505272994,0.091848942829,175.695929622
260,0,2.60174971952,3.23349680188,13.6404956799,11.0387459604,0,51.4677005068,0.265030214011,-0.0421009473741,-0.0421009473741,-1.19229946276,0.906092046955,0.906092046955,6.50094421453e-16,-7.505272994,0.091848942829,175.695929622
262,0,2.62645735017,3.21514467065,13.7209740713,11.0945167212,0,51.6211882997,0.265801205343,-0.0404771758087,-0.0404771758087,-1.16264234219,0.908762892937,0.908762892937,6.86670627704e-16,-7.505272994,0.091848942829,175.695929622
264,0,2.65083762715,3.19681755427,13.8001680629,11.1493304357,0,51.7699041177,0.266567386942,-0.0389136443398,-0.0389136443398,-1.13299233657,0.911383802448,0.911383802448,3.55335379275e-15,-7.505272994,0.091848942829,175.695929622
266,0,2.67489565171,3.17850806058,13.8780906674,11.2031950157,0,51.9140354818,0.267328296454,-0.0374068111934,-0.0374068111934,-1.10337209072,0.913955856186,0.913955856186,2.31380058866e-15,-7.505272994,0.091848942829,175.695929622
268,0,2.69863636064,3.16021027349,13.954755716,11.2561193554,0,52.0537717638,0.268083469135,-0.0359533867359,-0.0359533867359,-1.07380353906,0.916480119576,0.916480119576,1.60516186927e-15,-7.505272994,0.091848942829,175.695929622
270,0,2.72206454183,3.14191965764,14.030177825,11.3081132831,0,52.1893029172,0.268832443445,-0.0345503129425,-0.0345503129425,-1.0443078383,0.918957643137,0.918957643137,9.5667463636e-16,-7.505272994,0.091848942829,175.695929622
272,0,2.74518484848,3.12363296126,14.1043723552,11.3591875067,0,52.3208182837,0.26957476618,-0.0331947448453,-0.0331947448453,-1.01490530925,0.921389462692,0.921389462692,4.19003791938e-15,-7.505272994,0.091848942829,175.695929622
274,0,2.76800181211,3.10534811789,14.1773553663,11.4093535542,0,52.4485054881,0.270309997099,-0.03188403373,-0.03188403373,-0.985615387858,0.923776599444,0.923776599444,2.56187546178e-15,-7.505272994,0.091848942829,175.695929622
276,0,2.79051985431,3.08706414793,14.2491435652,11.4586237109,0,52.5725494314,0.271037713013,-0.0306157118813,-0.0306157118813,-0.95645658531,0.926120059928,0.926120059928,3.19403825461e-16,-7.505272994,0.091848942829,175.695929622
278,0,2.81274329747,3.0687810609,14.3197542508,11.5070109533,0,52.6931313871,0.271757511346,-0.0293874787043,-0.0293874787043,-0.927446457108,0.928420835879,0.928420835879,2.51465480261e-15,-7.505272994,0.091848942829,175.695929622
280,0,2.83467637436,3.05049975905,14.3892052565,11.5545288821,0,52.810428207,0.272469013129,-0.028197188071,-0.028197188071,-0.898601580677,0.930679904021,0.930679904021,1.70567656124e-15,-7.505272994,0.091848942829,175.695929622
282,0,2.85632323664,3.03222194309,14.4575148896,11.601191653,0,52.9246116346,0.273171865473,-0.0270428367614,-0.0270428367614,-0.869937541158,0.932898225806,0.932898225806,9.6823255634e-16,-7.505272994,0.091848942829,175.695929622
284,0,2.87768796255,3.01395002081,14.524701871,11.6470139085,0,53.0358477295,0.273865743508,-0.0259225538846,-0.0259225538846,-0.841468924829,0.935076747113,0.935076747113,3.17153381363e-15,-7.505272994,0.091848942829,175.695929622
286,0,2.89877456358,2.99568701888,14.5907852732,11.6920107096,0,53.1442963955,0.274550351831,-0.0248345911795,-0.0248345911795,-0.81320931962,0.937216397932,0.937216397932,2.83495416858e-15,-7.505272994,0.091848942829,175.695929622
288,0,2.91958699036,2.97743649867,14.6557844601,11.7361974697,0,53.2501110115,0.275225425482,-0.0237773141094,-0.0237773141094,-0.785171322078,0.939318092031,0.939318092031,7.70365218584e-16,-7.505272994,0.091848942829,175.695929622
290,0,2.94012913774,2.95920247609,14.7197190271,11.7795898893,0,53.3534381573,0.275890730484,-0.022749193671,-0.022749193671,-0.757366550162,0.941382726642,0.941382726642,5.65343867422e-15,-7.505272994,0.091848942829,175.695929622
292,0,2.96040484924,2.9409893461,14.7826087431,11.8222038938,0,53.4544174284,0.276546063997,-0.021748798852,-0.021748798852,-0.729805661206,0.943411182147,0.943411182147,1.27563372124e-15,-7.505272994,0.091848942829,175.695929622
294,0,2.98041792073,2.92280181195,14.8444734948,11.8640555741,0,53.5531813309,0.277191254113,-0.020774789677,-0.020774789677,-0.702498374386,0.9454043218,0.9454043218,1.9134524095e-15,-7.505272994,0.091848942829,175.695929622
296,0,3.00017210363,2.90464481924,14.9053332338,11.9051611301,0,53.6498552505,0.277826159347,-0.0198259107888,-0.0198259107888,-0.67545349707,0.947362991471,0.947362991471,3.76987330452e-15,-7.505272994,0.091848942829,175.695929622
298,0,3.01967110753,2.8865234951,14.9652079252,11.9455368177,0,53.7445574852,0.278450667853,-0.0189009855166,-0.0189009855166,-0.648678954413,0.949288019427,0.949288019427,6.28052419536e-15,-7.505272994,0.091848942829,175.695929622
300,0,3.03891860231,2.86844309225,15.0241175015,11.9851988992,0,53.8373993346,0.279064696422,-0.0179989103924,-0.0179989103924,-0.622181821619,0.951180216159,0.951180216159,1.29950453407e-15,-7.505272994,0.091848942829,175.695929622
302,0,3.05791821987,2.85040893804,15.0820818175,12.0241635977,0,53.9284852375,0.27966818929,-0.0171186500739,-0.0171186500739,-0.595968358306,0.953040374236,0.953040374236,6.37938588149e-16,-7.505272994,0.091848942829,175.695929622
304,0,3.0766735555,2.83242638838,15.1391206104,12.0624470549,0,54.0179129501,0.280261116796,-0.016259232644,-0.016259232644,-0.57004404447,0.954869268219,0.954869268219,5.03541426611e-15,-7.505272994,0.091848942829,175.695929622
306,0,3.09518816883,2.81450078631,15.1952534616,12.1000652928,0,54.1057737568,0.280843473932,-0.0154197452534,-0.0154197452534,-0.544413617578,0.956667654604,0.956667654604,1.96419377584e-15,-7.505272994,0.091848942829,175.695929622
308,0,3.1134655846,2.79663742515,15.2504997636,12.137034179,0,54.1921527083,0.281415278807,-0.0145993300815,-0.0145993300815,-0.519081110351,0.95843627182,0.95843627182,5.02552298904e-15,-7.505272994,0.091848942829,175.695929622
310,0,3.13150929312,2.77884151595,15.3048786884,12.1733693953,0,54.2771288791,0.281976571063,-0.0137971805887,-0.0137971805887,-0.494049888875,0.960175840258,0.960175840258,1.93582222387e-15,-7.505272994,0.091848942829,175.695929622
312,0,3.14932275053,2.76111815907,15.3584091612,12.2090864107,0,54.3607756402,0.282527410257,-0.0130125380389,-0.0130125380389,-0.469322690685,0.961887062347,0.961887062347,5.02928171196e-15,-7.505272994,0.091848942829,175.695929622
314,0,3.16690937888,2.74347231954,15.4111098351,12.2442004562,0,54.4431609413,0.28306787425,-0.0122446882713,-0.0122446882713,-0.444901662546,0.963570622671,0.963570622671,3.76995625358e-15,-7.505272994,0.091848942829,175.695929622
316,0,3.1842725661,2.72590880615,15.4629990705,12.2787265044,0,54.524347598,0.283598057597,-0.0114929587014,-0.0114929587014,-0.420788397663,0.96522718811,0.96522718811,1.88752095539e-15,-7.505272994,0.091848942829,175.695929622
318,0,3.20141566576,2.70843225372,15.5140949168,12.312679251,0,54.6043935809,0.284118069982,-0.010756715537,-0.010756715537,-0.396983972122,0.966857408028,0.966857408028,8.17655716211e-15,-7.505272994,0.091848942829,175.695929622
320,0,3.21834199686,2.69104710862,15.5644150961,12.3460730992,0,54.6833523034,0.284628034684,-0.0100353611893,-0.0100353611893,-0.373488980363,0.968461914482,0.968461914482,4.39777894275e-15,-7.505272994,0.091848942829,175.695929622
322,0,3.23505484344,2.673757617,15.6139769907,12.3789221473,0,54.7612729041,0.285128087108,-0.00932833186925,-0.00932833186925,-0.350303569566,0.970041322464,0.970041322464,5.02558225551e-15,-7.505272994,0.091848942829,175.695929622
324,0,3.25155745416,2.65656781563,15.6627976323,12.4112401781,0,54.8382005236,0.285618373373,-0.00863509535096,-0.00863509535096,-0.327427472813,0.971596230159,0.971596230159,1.89715995209e-15,-7.505272994,0.091848942829,175.695929622
326,0,3.26785304191,2.63948152512,15.7108936928,12.4430406509,0,54.9141765724,0.286099048978,-0.00795514889404,-0.00795514889404,-0.304860040953,0.973127219238,0.973127219238,1.07232835319e-14,-7.505272994,0.091848942829,175.695929622
328,0,3.28394478332,2.62250234516,15.7582814785,12.4743366951,0,54.9892389894,0.286570277532,-0.00728801731069,-0.00728801731069,-0.282600273095,0.974634855158,0.974634855158,1.60504126971e-15,-7.505272994,0.091848942829,175.695929622
330,0,3.29983581829,2.60563365167,15.8049769248,12.5051411065,0,55.0634224898,0.287032229567,-0.00663325116837,-0.00663325116837,-0.260646845697,0.976119687483,0.976119687483,9.42648422412e-15,-7.505272994,0.091848942829,175.695929622
332,0,3.31552924951,2.58887859567,15.8509955937,12.5354663442,0,55.1367588005,0.287485081433,-0.0059904251178,-0.0059904251178,-0.238998140219,0.977582250219,0.977582250219,5.02553858229e-15,-7.505272994,0.091848942829,175.695929622
334,0,3.33102814203,2.5722401035,15.8963526716,12.5653245296,0,55.2092768848,0.287929014264,-0.00535913633752,-0.00535913633752,-0.217652269338,0.979023062157,0.979023062157,7.54380133858e-15,-7.505272994,0.091848942829,175.695929622
336,0,3.34633552281,2.55572087845,15.9410629697,12.5947274469,0,55.2810031538,0.288364213025,-0.0047390030865,-0.0047390030865,-0.196607101722,0.980442627227,0.980442627227,5.04389549285e-15,-7.505272994,0.091848942829,175.695929622
338,0,3.36145438028,2.53932340344,15.9851409246,12.6236865443,0,55.3519616663,0.288790865641,-0.0041296633571,-0.0041296633571,-0.175860285395,0.981841434861,0.981841434861,1.26103053875e-15,-7.505272994,0.091848942829,175.695929622
340,0,3.37638766402,2.52304994464,16.0286006007,12.6522129367,0,55.4221743157,0.289209162192,-0.00353077362131,-0.00353077362131,-0.155409269697,0.983219960353,0.983219960353,5.02925582541e-15,-7.505272994,0.091848942829,175.695929622
342,0,3.39113828434,2.50690255596,16.0714556933,12.680317409,0,55.4916610051,0.289619294183,-0.00294200766344,-0.00294200766344,-0.135251325904,0.984578665231,0.984578665231,1.38453440206e-14,-7.505272994,0.091848942829,175.695929622
344,0,3.40570911206,2.49088308418,16.1137195324,12.7080104204,0,55.5604398109,0.290021453884,-0.00236305549323,-0.00236305549323,-0.115383566514,0.985917997622,0.985917997622,2.51216058726e-15,-7.505272994,0.091848942829,175.695929622
346,0,3.42010297814,2.47499317467,16.1554050872,12.7353021091,0,55.6285271347,0.290415833734,-0.00179362233357,-0.00179362233357,-0.0958029632752,0.987238392624,0.987238392624,1.25610355109e-15,-7.505272994,0.091848942829,175.695929622
348,0,3.43432267354,2.45923427755,16.1965249717,12.7622022982,0,55.6959378443,0.290802625804,-0.00123342767759,-0.00123342767759,-0.0765063639844,0.98854027267,0.98854027267,3.79430085248e-15,-7.505272994,0.091848942829,175.695929622
350,0,3.44837094899,2.44360765423,16.2370914502,12.7887205012,0,55.7626854045,0.291182021318,-0.000682204410072,-0.000682204410072,-0.0574905081193,0.989824047894,0.989824047894,5.02920796968e-15,-7.505272994,0.091848942829,175.695929622
352,0,3.46225051488,2.42811438418,16.2771164437,12.8148659288,0,55.8287819978,0.291554210234,-0.000139697988726,-0.000139697988726,-0.0387520413515,0.991090116492,0.991090116492,7.54966168555e-15,-7.505272994,0.091848942829,175.695929622
354,0,3.47596404113,2.41275537197,16.3166115365,12.8406474954,0,55.8942386355,0.291919380867,0.000394334318987,0.000394334318987,-0.0202875289982,0.992338865074,0.992338865074,1.50733147377e-14,-7.505272994,0.091848942829,175.695929622
356,0,3.48951415717,2.39753135437,16.355587983,12.8660738259,0,55.9590652604,0.292277719561,0.0009201241474,0.0009201241474,-0.00209346846511,0.99357066902,0.99357066902,8.79532637692e-15,-7.505272994,0.091848942829,175.695929622
358,0,3.50290345189,2.38244290758,16.3940567152,12.8911532633,0,56.0232708408,0.292629410406,0.00143789269624,0.00143789269624,0.0158336992644,0.994785892819,0.994785892819,5.02435280236e-15,-7.505272994,0.091848942829,175.695929622
360,0,3.51613447373,2.36749045444,16.4320283493,12.9158938756,0,56.0868634569,0.292974634996,0.00194785134962,0.00194785134962,0.0334975790401,0.995984890411,0.995984890411,6.28924178974e-15,-7.505272994,0.091848942829,175.695929622
362,0,3.52920973066,2.35267427162,16.4695131943,12.9403034636,0,56.1498503802,0.293313572213,0.00245020225367,0.00245020225367,0.0509018118049,0.997168005514,0.997168005514,2.57276643133e-15,-7.505272994,0.091848942829,175.695929622
364,0,3.54213169037,2.33799449677,16.5065212582,12.9643895679,0,56.2122381453,0.29364639806,0.00294513885562,0.00294513885562,0.0680500656503,0.998335571948,0.998335571948,7.55686673468e-15,-7.505272994,0.091848942829,175.695929622
366,0,3.55490278036,2.32345113554,16.543062257,12.9881594766,0,56.2740326166,0.293973285506,0.00343284640715,0.00343284640715,0.0849460276209,0.999487913953,0.999487913953,1.26098107715e-15,-7.505272994,0.091848942829,175.695929622
368,0,3.56752538814,2.30904406853,16.5791456211,13.011620233,0,56.3352390483,0.294294404376,0.00391350243438,0.00391350243438,0.101593396218,1.00062534649,1.00062534649,2.55133463034e-15,-7.505272994,0.091848942829,175.695929622
370,0,3.58000186142,2.29477305802,16.6147805037,13.0347786423,0,56.3958621392,0.29460992125,0.0043872771771,0.0043872771771,0.11799587456,1.00174817556,1.00174817556,1.25685907196e-14,-7.505272994,0.091848942829,175.695929622
372,0,3.59233450835,2.28063775459,16.649975788,13.0576412796,0,56.4559060835,0.294919999395,0.00485433399905,0.00485433399905,0.134157164149,1.00285669845,1.00285669845,1.00541102006e-14,-7.505272994,0.091848942829,175.695929622
374,0,3.6045255978,2.26663770352,16.6847400947,13.0802144969,0,56.5153746153,0.295224798708,0.00531482977157,0.00531482977157,0.15008095921,1.00395120406,1.00395120406,2.51460022694e-15,-7.505272994,0.091848942829,175.695929622
376,0,3.61657735965,2.25277235107,16.7190817897,13.10250443,0,56.5742710506,0.295524475688,0.00576891523236,0.00576891523236,0.165770941564,1.00503197319,1.00503197319,1.25685967092e-14,-7.505272994,0.091848942829,175.695929622
378,0,3.62849198509,2.23904105043,16.7530089908,13.1245170057,0,56.6325983249,0.295819183409,0.00621673532101,0.00621673532101,0.181230775982,1.00609927873,1.00609927873,3.76985756574e-15,-7.505272994,0.091848942829,175.695929622
380,0,3.640271627,2.22544306757,16.7865295756,13.1462579486,0,56.6903590266,0.296109071522,0.00665842949307,0.00665842949307,0.196464106005,1.00715338599,1.00715338599,2.89033520207e-14,-7.505272994,0.091848942829,175.695929622
382,0,3.65191840027,2.21197758685,16.8196511879,13.1677327876,0,56.7475554284,0.296394286255,0.00709413201403,0.00709413201403,0.21147455019,1.00819455293,1.00819455293,2.76392094361e-14,-7.505272994,0.091848942829,175.695929622
384,0,3.66343438218,2.19864371638,16.8523812451,13.1889468629,0,56.8041895153,0.296674970436,0.00752397223461,0.00752397223461,0.226265698735,1.00922303039,1.00922303039,2.53413177693e-15,-7.505272994,0.091848942829,175.695929622
386,0,3.67482161286,2.18544049321,16.8847269446,13.2099053318,0,56.8602630094,0.296951263519,0.00794807484872,0.00794807484872,0.24084111048,1.01023906233,1.01023906233,2.51224632761e-14,-7.505272994,0.091848942829,175.695929622
388,0,3.68608209561,2.17236688823,16.9166952707,13.2306131751,0,56.915777393,0.297223301614,0.00836656013516,0.00836656013516,0.255204310238,1.01124288606,1.01124288606,1.13068594486e-14,-7.505272994,0.091848942829,175.695929622
390,0,3.69721779743,2.15942181095,16.9482930007,13.2510752032,0,56.9707339297,0.297491217536,0.00877954418431,0.00877954418431,0.269358786431,1.01223473246,1.01223473246,1.1318338657e-14,-7.505272994,0.091848942829,175.695929622
392,0,3.70823064937,2.146604114,16.9795267115,13.2712960621,0,57.0251336825,0.297755140848,0.00918713911068,0.00918713911068,0.283307989017,1.01321482616,1.01321482616,2.2616152361e-14,-7.505272994,0.091848942829,175.695929622
394,0,3.71912254705,2.13391259744,17.0104027856,13.2912802386,0,57.0789775309,0.298015197915,0.00958945325244,0.00958945325244,0.297055327674,1.01418338581,1.01418338581,2.51303097145e-14,-7.505272994,0.091848942829,175.695929622
396,0,3.72989535107,2.12134601287,17.0409274172,13.3110320661,0,57.1322661864,0.298271511961,0.00998659135867,0.00998659135867,0.310604170228,1.0151406242,1.0151406242,1.50745561819e-14,-7.505272994,0.091848942829,175.695929622
398,0,3.74055088754,2.10890306732,17.0711066175,13.3305557299,0,57.1850002061,0.298524203129,0.0103786547653,0.0103786547653,0.323957841301,1.01608674849,1.01608674849,3.26671688012e-14,-7.505272994,0.091848942829,175.695929622
400,0,3.7510909485,2.09658242699,17.100946221,13.3498552725,0,57.2371800053,0.298773388546,0.0107657415601,0.0107657415601,0.337119621161,1.01702196042,1.01702196042,5.02489694614e-14,-7.505272994,0.091848942829,175.695929622
