T_MeV,sT3_target,sT3_pred,err,residual_over_err,phi_u,phi_d,phi_s,Phi,PhiBar,solve_residual
130,2.77,0.288381507088,0.295,-8.41226607767,-1.96009141056,-1.96009141056,-2.6201273755,0.0467832870326,0.0467832870326,2.81831571876e-16
135,3.13,0.397647310234,0.425,-6.42906515239,-1.9514219895,-1.9514219895,-2.61730033471,0.0603975558002,0.0603975558002,1.53977474607e-12
140,3.58,0.552552991439,0.485,-6.24215878054,-1.93807007756,-1.93807007756,-2.61287834662,0.078546748023,0.078546748023,1.0454965866e-11
145,4.11,0.782030982732,0.535,-6.22050283602,-1.91681330038,-1.91681330038,-2.60575659453,0.103684310037,0.103684310037,7.45489466727e-16
150,4.7,1.14636785414,0.59,-6.02310533197,-1.88092226353,-1.88092226353,-2.59366392375,0.140514813145,0.140514813145,1.26490712951e-15
155,5.34,1.78228348574,0.635,-5.60270317206,-1.81456591645,-1.81456591645,-2.57140524858,0.198211340357,0.198211340357,1.25004386126e-15
160,6,2.92863298644,0.67,-4.58412987098,-1.68394370277,-1.68394370277,-2.52858542791,0.286811502959,0.286811502959,4.54525689433e-16
165,6.66,4.56870607126,0.695,-3.00905601257,-1.45709987722,-1.45709987722,-2.4582220516,0.388656759889,0.388656759889,1.19386349056e-15
170,7.32,6.31257166893,0.705,-1.42897635613,-1.12799376308,-1.12799376308,-2.36637809406,0.474446672778,0.474446672778,6.94968416789e-16
175,7.94,7.75034361562,0.71,-0.267121668141,-0.771470589823,-0.771470589823,-2.27862402631,0.53562067925,0.53562067925,1.04627916209e-15
180,8.53,8.72170933533,0.705,0.271928135214,-0.529839660757,-0.529839660757,-2.21724542142,0.577238209901,0.577238209901,6.5512201767e-12
185,9.08,9.44428972444,0.71,0.513084118928,-0.389387520906,-0.389387520906,-2.1694822138,0.609525874662,0.609525874662,2.89777574799e-14
190,9.6,10.0507635254,0.685,0.658048942247,-0.302345565899,-0.302345565899,-2.12497921506,0.636966757669,0.636966757669,1.81933385214e-14
195,10.07,10.5892981433,0.675,0.769330582731,-0.243921926893,-0.243921926893,-2.07989682579,0.661169131749,0.661169131749,3.21086004943e-14
200,10.5,11.0799522069,0.66,0.878715464972,-0.202198937723,-0.202198937723,-2.03277088585,0.682879490255,0.682879490255,3.10103884409e-14
205,10.9,11.5330260846,0.64,0.989103257173,-0.170987104453,-0.170987104453,-1.98298673667,0.702540778755,0.702540778755,9.99844940919e-15
210,11.27,11.9547817681,0.63,1.08695518748,-0.146797798146,-0.146797798146,-1.9302872344,0.720459665385,0.720459665385,6.04486564484e-14
215,11.61,12.3494957486,0.61,1.21228811254,-0.127525601486,-0.127525601486,-1.87459778283,0.736867798573,0.736867798573,3.62696910398e-14
220,11.92,12.7203153969,0.6,1.33385899492,-0.111827334706,-0.111827334706,-1.81595693114,0.751949092654,0.751949092654,5.18266899902e-15
225,12.21,13.0696699491,0.585,1.46952128057,-0.0988062858457,-0.0988062858457,-1.75448563469,0.765854092662,0.765854092662,8.13323301705e-14
230,12.49,13.3994947065,0.585,1.55469180606,-0.0878408495591,-0.0878408495591,-1.6903713812,0.778708589959,0.778708589959,1.66274357466e-13
235,12.75,13.711367994,0.585,1.64336409225,-0.0784863044554,-0.0784863044554,-1.62385775693,0.790619300499,0.790619300499,2.35043005844e-13
240,13,14.0066029902,0.58,1.73552239688,-0.0704158504725,-0.0704158504725,-1.55523543265,0.801677857781,0.801677857781,2.62214861693e-14
245,13.24,14.2863136934,0.575,1.81967598855,-0.0633837923844,-0.0633837923844,-1.48483286893,0.811963745427,0.811963745427,2.20755029494e-13
250,13.47,14.5514644134,0.57,1.89730598845,-0.0572017587206,-0.0572017587206,-1.41300618935,0.821546514177,0.821546514177,4.6380536553e-13
255,13.68,14.8029076443,0.57,1.97001341097,-0.0517228802511,-0.0517228802511,-1.34012831045,0.8304874907,0.8304874907,1.44458135836e-14
260,13.89,15.0414130157,0.575,2.00245741866,-0.0468309856092,-0.0468309856092,-1.26657778158,0.838841112463,0.838841112463,4.88612785802e-13
265,14.09,15.2676890078,0.575,2.0481547961,-0.0424330479878,-0.0424330479878,-1.19272795914,0.846655981044,0.846655981044,3.68658127236e-13
270,14.28,15.4823986643,0.57,2.10947134082,-0.0384537901836,-0.0384537901836,-1.11893715718,0.85397570067,0.85397570067,2.43992369512e-13
275,14.46,15.6861703665,0.57,2.15117608163,-0.0348317537995,-0.0348317537995,-1.04554031547,0.860839551991,0.860839551991,6.89898706755e-13
280,14.63,15.879604656,0.57,2.19228887019,-0.0315163814571,-0.0315163814571,-0.972842548654,0.867283039313,0.867283039313,1.1935842923e-12
285,14.8,16.063278045,0.57,2.21627727193,-0.0284658130279,-0.0284658130279,-0.901114732022,0.873338340733,0.873338340733,3.87247604011e-12
290,14.95,16.2377446768,0.565,2.27919411819,-0.0256451943049,-0.0256451943049,-0.830591082184,0.87903468378,0.87903468378,1.10534566859e-13
295,15.11,16.4035365866,0.56,2.30988676183,-0.0230253600608,-0.0230253600608,-0.761468532996,0.884398663669,0.884398663669,2.12590519197e-12
300,15.25,16.5611631776,0.56,2.34136281717,-0.0205817954891,-0.0205817954891,-0.693907604507,0.88945451697,0.88945451697,2.89525049598e-12
305,15.39,16.7111103783,0.555,2.38037905992,-0.018293808211,-0.018293808211,-0.628034415144,0.894224360088,0.894224360088,1.06734885365e-11
310,15.52,16.8538398078,0.555,2.40331496908,-0.0161438621302,-0.0161438621302,-0.563943486844,0.898728399362,0.898728399362,8.03888132123e-14
315,15.64,16.9897881526,0.555,2.43205072547,-0.0141170375141,-0.0141170375141,-0.501701025465,0.902985117715,0.902985117715,6.5359809021e-12
320,15.76,17.1193668581,0.55,2.47157610568,-0.0122005907752,-0.0122005907752,-0.441348410773,0.90701144143,0.90701144143,5.35087510035e-12
325,15.88,17.2429621703,0.545,2.50084801891,-0.0103835938376,-0.0103835938376,-0.382905689375,0.910822889715,0.910822889715,3.11506344005e-12
330,15.99,17.3609355113,0.54,2.5387694654,-0.00865663758054,-0.00865663758054,-0.326374921645,0.914433709071,0.914433709071,3.7054182025e-12
335,16.09,17.4736241459,0.54,2.56226693679,-0.00701158721922,-0.00701158721922,-0.271743284637,0.91785699413,0.91785699413,1.60589056678e-12
340,16.19,17.5813420818,0.535,2.60063940528,-0.00544138000339,-0.00544138000339,-0.218985874615,0.921104796292,0.921104796292,4.10987402586e-12
345,16.29,17.6843811448,0.535,2.60631989675,-0.00393985753178,-0.00393985753178,-0.168068184886,0.924188221392,0.924188221392,9.26982693983e-13
350,16.38,17.7830121697,0.53,2.64719277305,-0.00250162646861,-0.00250162646861,-0.118948257637,0.927117517434,0.927117517434,1.22617940674e-11
355,16.47,17.8774862604,0.53,2.65563445358,-0.00112194261984,-0.00112194261984,-0.0715785239812,0.929902153387,0.929902153387,7.52765129705e-12
360,16.55,17.9680360743,0.53,2.67553976281,0.00020338574054,0.00020338574054,-0.0259073559173,0.932550889921,0.932550889921,5.07202669799e-12
365,16.63,18.054877101,0.53,2.68844736035,0.00147807865401,0.00147807865401,0.0181196410663,0.93507184291,0.93507184291,1.37439613463e-11
370,16.71,18.1382089089,0.53,2.69473379043,0.00270545212368,0.00270545212368,0.0605585642343,0.937472540454,0.937472540454,4.82583619251e-12
375,16.78,18.2182163428,0.53,2.71361574116,0.003888474883,0.003888474883,0.101466348502,0.939759974103,0.939759974103,1.25305938948e-11
380,16.85,18.2950706599,0.53,2.72654841486,0.00502981614426,0.00502981614426,0.140900071492,0.941940644892,0.941940644892,9.49592022862e-13
385,16.92,18.3689305977,0.53,2.73383131644,0.00613188585565,0.00613188585565,0.178916402717,0.944020604781,0.944020604781,6.20877362259e-12
390,16.99,18.4399433704,0.53,2.73574220821,0.00719686872611,0.00719686872611,0.215571173617,0.946005493963,0.946005493963,4.5695970931e-12
395,17.05,18.5082455916,0.53,2.75140677656,0.00822675305678,0.00822675305678,0.250919048107,0.947900574518,0.947900574518,3.45922770677e-12
400,17.12,18.573964127,0.53,2.74332854146,0.00922335523696,0.00922335523696,0.285013276,0.94971076081,0.94971076081,1.32892629878e-12
